properties,building_id,total_pixels,valid_pixels,valid_pixel_pct,mean_pre_vv,mean_post_vv,mean_change_vv,median_change_vv,std_change_vv,mean_pre_vh,mean_post_vh,mean_change_vh,median_change_vh,std_change_vh
"{'osm_id': 474802330, 'osm_type': 'yes'}",cuddalore_bld_000125,11,11,100.0,-2.988627693869851,-0.5649415362964977,2.423686287619851,1.7615439891815186,2.4305068488455004,-12.130651300603693,-12.230195478959518,-0.09954409165815874,0.8496389389038086,4.536911870504093
"{'osm_id': 539952294, 'osm_type': 'school'}",cuddalore_bld_000126,49,49,100.0,-4.003370012555804,-0.9223271584024235,3.08104285415338,3.9832916259765625,4.237536814179057,-15.30694206393495,-12.776135503029337,2.530805470992108,2.517141342163086,3.809567907886603
"{'osm_id': 540337454, 'osm_type': 'school'}",cuddalore_bld_000127,14,14,100.0,-3.9971348898751393,-3.855222157069615,0.14191266468593053,0.5452211499214172,2.852500255451118,-15.05454581124442,-14.579277038574219,0.47526979446411133,0.5346922874450684,2.9386441260004927
"{'osm_id': 572661268, 'osm_type': 'yes'}",cuddalore_bld_000128,11,11,100.0,-4.842997811057351,-5.481497331099077,-0.638499996878884,-0.18216466903686523,2.4989729158182663,-11.714957497336648,-11.318392666903408,0.39656491713090375,0.5605850219726562,3.218474193058448
"{'osm_id': 735111705, 'osm_type': 'yes'}",cuddalore_bld_000129,8,8,100.0,-10.452409744262695,-5.0928826332092285,5.359526634216309,5.673903942108154,1.7943352657456475,-15.383630752563477,-12.782421112060547,2.601210117340088,2.424434185028076,1.730665415298696
"{'osm_id': 740415965, 'osm_type': 'yes'}",cuddalore_bld_000130,4,4,100.0,5.294075965881348,7.106248378753662,1.8121731281280518,1.973658800125122,0.3849943328455105,-14.87701416015625,-11.665701866149902,3.211313009262085,2.086355686187744,3.6105570083542373
"{'osm_id': 740570210, 'osm_type': 'yes'}",cuddalore_bld_000131,2,2,100.0,3.431817054748535,0.6583830714225769,-2.7734339237213135,-2.7734339237213135,1.984582245349885,-10.835906982421875,-8.950032234191895,1.8858747482299805,1.8858747482299805,2.684891700744629
"{'osm_id': 740756406, 'osm_type': 'yes'}",cuddalore_bld_000132,4,4,100.0,3.541883707046509,4.311698913574219,0.7698155045509338,0.4226522445678711,1.2593308532769296,-14.114273071289062,-14.849977493286133,-0.7357051372528076,-0.561180591583252,2.439550600111896
"{'osm_id': 740952191, 'osm_type': 'yes'}",cuddalore_bld_000133,6,6,100.0,2.21042267481486,4.721230824788411,2.510807673136393,1.8990869522094727,1.4790909002174808,-11.116432189941406,-11.738274892171225,-0.6218430201212565,-0.018634319305419922,2.084366628336796
"{'osm_id': 778432816, 'osm_type': 'yes'}",cuddalore_bld_000134,9,9,100.0,-2.448248545328776,2.5194488101535373,4.9676971435546875,5.362202167510986,1.7217750926013686,-15.28799777560764,-12.652601453993055,2.6353948381212025,2.2639665603637695,2.9370764724701113
"{'osm_id': 778432822, 'osm_type': 'yes'}",cuddalore_bld_000135,14,14,100.0,-0.9765063694545201,2.3736209869384766,3.3501270839146207,4.504849433898926,3.968879227353743,-16.879371643066406,-12.539050510951451,4.3403216770717075,5.389598369598389,3.5997820864268255
"{'osm_id': 778432830, 'osm_type': 'yes'}",cuddalore_bld_000136,6,6,100.0,0.9797279834747314,4.121151606241862,3.141423543294271,3.65669322013855,2.178881001027596,-15.941033681233725,-13.81134287516276,2.1296911239624023,2.313593864440918,2.405354609503307
"{'osm_id': 778432831, 'osm_type': 'yes'}",cuddalore_bld_000137,6,6,100.0,2.0630648930867515,6.000091552734375,3.9370266596476235,4.920837879180908,3.351565271856212,-12.659456888834635,-11.853218078613281,0.8062380154927572,0.19269275665283203,1.2182247213792052
"{'osm_id': 778432834, 'osm_type': 'yes'}",cuddalore_bld_000138,7,7,100.0,-7.4693739754813055,-4.655666351318359,2.8137076241629466,1.3769230842590332,3.2534957155744006,-11.912671770368304,-11.639690944126674,0.27298096248081755,0.8976821899414062,2.7649128508138836
"{'osm_id': 778432848, 'osm_type': 'yes'}",cuddalore_bld_000139,4,4,100.0,4.925502777099609,6.596728324890137,1.6712257862091064,1.707327127456665,0.6892963575413774,-13.296102523803711,-13.13758373260498,0.15851998329162598,0.3356742858886719,0.6843350179560194
"{'osm_id': 838475000, 'osm_type': 'yes'}",cuddalore_bld_000140,5,5,100.0,-3.0862285614013674,-1.3359993934631347,1.750229263305664,2.71024751663208,2.541322902873602,-11.780343627929687,-10.457845306396484,1.32249755859375,1.409926414489746,1.5213157408901958
"{'osm_id': 838475001, 'osm_type': 'yes'}",cuddalore_bld_000141,4,4,100.0,-2.89302134513855,2.4877703189849854,5.380791664123535,6.514707565307617,2.730071099101786,-12.160459518432617,-10.404297828674316,1.756162405014038,0.8958816528320312,1.603184100672424
"{'osm_id': 838475002, 'osm_type': 'yes'}",cuddalore_bld_000142,7,7,100.0,-5.2263080051967075,-3.4345520564488004,1.7917559487479073,1.0817480087280273,1.2083898624419138,-11.564518519810267,-11.056494576590401,0.5080242156982422,0.2787647247314453,2.027727152008289
"{'osm_id': 838475003, 'osm_type': 'yes'}",cuddalore_bld_000143,3,3,100.0,-0.9902949333190918,-0.5751651128133138,0.41512978076934814,0.5611774921417236,0.26666057415652905,-15.239419301350912,-12.697461446126303,2.5419578552246094,2.0802383422851562,1.6554548850676445
"{'osm_id': 838475004, 'osm_type': 'yes'}",cuddalore_bld_000144,4,4,100.0,-0.15885502099990845,4.130434989929199,4.289289474487305,4.648536205291748,1.11473314278188,-10.88886547088623,-7.517416477203369,3.371448516845703,3.399883508682251,1.1318893962310523
"{'osm_id': 838475005, 'osm_type': 'yes'}",cuddalore_bld_000145,5,5,100.0,-1.9561737060546875,0.4504572868347168,2.4066308975219726,1.1225517988204956,2.0820220231560365,-13.737957763671876,-12.180423736572266,1.5575338363647462,2.9161338806152344,2.4333707038022334
"{'osm_id': 838475006, 'osm_type': 'yes'}",cuddalore_bld_000146,2,2,100.0,-7.07011079788208,-0.6597539186477661,6.4103569984436035,6.4103569984436035,0.7763185501098633,-13.245793342590332,-10.378206253051758,2.867587089538574,2.867587089538574,0.7235050201416016
"{'osm_id': 838475008, 'osm_type': 'yes'}",cuddalore_bld_000147,4,4,100.0,3.499356746673584,6.261053085327148,2.7616965770721436,2.8551080226898193,1.2804491994260634,-16.71554946899414,-12.570867538452148,4.144681930541992,3.4730663299560547,3.103481313142317
"{'osm_id': 838475009, 'osm_type': 'yes'}",cuddalore_bld_000148,4,4,100.0,-4.682724952697754,-2.1382665634155273,2.5444583892822266,2.3669958114624023,3.0573674979041647,-15.456844329833984,-10.75973892211914,4.697105407714844,3.962693691253662,2.549493838213035
"{'osm_id': 838475010, 'osm_type': 'yes'}",cuddalore_bld_000149,4,4,100.0,2.0979652404785156,-1.652126431465149,-3.750091552734375,-3.9447596073150635,4.1083274882044325,-13.787327766418457,-14.759005546569824,-0.9716780185699463,-1.7638859748840332,2.888013988809705
"{'osm_id': 838475012, 'osm_type': 'yes'}",cuddalore_bld_000150,5,5,100.0,-4.969297790527344,-0.16846059560775756,4.800837707519531,5.0804972648620605,0.7154696381285134,-12.399098205566407,-12.717074584960937,-0.317976188659668,-0.3344860076904297,1.0687050739725334
"{'osm_id': 838475013, 'osm_type': 'yes'}",cuddalore_bld_000151,6,6,100.0,-4.1638228098551435,0.125335564215978,4.289158185323079,3.837378978729248,1.4884452992809452,-14.869196573893229,-11.130631764729818,3.738565444946289,3.867504119873047,2.160226491881645
